1-00-10-10-11-01-01,1-00-10-10-01-11-11	425
1-11-10-10-00-00-00,1-11-10-10-00-00-01	428
1-10-01-10-11,1-10-01-10-10	431
1-10-11-01-10-00,1-10-11-00-11-01-11,1-10-11-00-11-11-00,1-10-11-00-11-10-01,1-10-11-00-11-00-11	432
1-11-01-10-01	433
1-01-10-10-00,1-00-11-11-01,1-00-11-01-11	436
1-00-10-01-10-11-11	437
1-11-01-10-11,1-11-01-10-10,1-11-01-10-01,1-11-01-10-00,1-11-01-00-10,1-11-01-00-00	438
1-01-10-10-00,1-00-11-01-11	439
1-01-10-00-01-10,1-01-10-00-11	440
1-10-01-00-01,1-10-01-00-00,1-10-00-01-01-01,1-00-10-11-11-11	441
1-01-11-00-00-01	442
1-01-10-10-11	443
1-01-11-11-00-10-10,1-01-11-11-00-10-11,1-01-11-11-00-10-01-10,1-01-11-11-00-10-01-11-10,1-01-11-11-00-00	444
1-00-10-11-10-01,1-00-10-11-10-00-11,1-00-10-11-10-00-00,1-00-10-10-11-01-01	447
1-00-10-11-00-00-01,1-00-10-11-00-00-00,1-00-10-10-01-01-01,1-00-10-10-01-01-11,1-00-10-10-01-01-10	448
1-01-11-00-00-10,1-01-11-00-00-00	450
1-00-11-00-11-11,1-00-11-00-11-10,1-00-11-00-11-00,1-00-11-00-10-01,1-00-11-00-10-00-11,1-00-11-00-10-00-01	456
1-11-10-00-00-10,1-10-11-01-01-01,1-10-01-11-11-00,1-10-01-11-10-01,1-10-01-11-00,1-10-01-10-01,1-10-01-00-11,1-10-01-00-10,1-10-01-00-00,1-00-11-10-10,1-00-10-11-11-11,1-00-10-11-11-01,1-00-10-11-11-00,1-00-10-11-10-01,1-00-10-11-00-11,1-00-10-11-00-10	458
1-01-10-01-01-11,1-01-10-01-01-01,1-01-10-01-01-00,1-01-00-11-11-10	459
1-01-11-10-11-11-10,1-01-11-10-11-11-01	465
1-00-11-00-01-10	467
1-01-10-01-00,1-01-00-11-10-10	469
1-11-00-01-10,1-11-00-01-11,1-11-00-11-01	470
1-01-11-10-01-11,1-01-11-11-00-10-10,1-01-11-11-00-10-11,1-01-11-11-00-10-01-11-11	472
1-01-10-10-00,1-01-10-10-01,1-01-10-00-11	475
1-00-11-00-01-01,1-00-11-00-01-10,1-00-11-00-00-11,1-00-11-00-10-00-01,1-00-10-01-01-11-11,1-00-10-01-01-11-00,1-00-10-01-01-11-10-00	477
1-11-11-10-00,1-11-11-00-10,1-11-11-00-11,1-11-11-00-01,1-11-11-01-00,1-11-01-11-10	479
1-11-00-10	480
1-00-11-11-00-01,1-00-11-11-00-10,1-00-11-00-11-10,1-00-11-00-11-00,1-00-11-00-10-01,1-00-11-00-10-10	482
1-01-10-10-00,1-00-11-11-01,1-00-11-11-00-01,1-00-11-11-00-11	483
1-01-10-10-01,1-01-10-00-10,1-00-11-01-01-01,1-00-11-01-01-11	484
1-01-10-01-10	485
1-01-10-00-00-00,1-00-11-01-01-01,1-00-11-01-01-00	486
1-01-10-01-10,1-01-10-01-11,1-01-10-11-01	488
1-11-11-00-10,1-11-11-00-00,1-11-11-00-01,1-11-01-10-11	492
1-00-10-11-00-00-01,1-00-10-11-00-00-00,1-00-10-11-00-00-10,1-00-10-10-01-01-11	497
1-01-10-00-01-00,1-01-10-00-00-11	500
1-00-11-10-01-01	503
1-11-11-01-00	504
1-00-11-11-00-11,1-00-11-11-00-10,1-00-11-11-00-00,1-00-11-10-01-01,1-00-11-10-01-00,1-00-11-10-00-01,1-00-11-10-00-00,1-00-10-11-01-01,1-00-10-11-01-00,1-00-10-11-00-01-01,1-00-10-01-10-11-10,1-00-10-01-10-10-11,1-00-10-11-00-00-10,1-00-10-10-01-11-11,1-00-10-10-01-01-10,1-00-10-00-11-10-11,1-00-10-10-01-00-01	509
1-01-10-00-01-10,1-01-10-00-00-11,1-01-10-00-00-10,1-00-11-01-01-11	510
